query_id,user_id,benchmark_tier,query_type,method,rank,retrieved_event_id,score,is_high_memory_load
tokyo_100159_relational_after,100159,core,relational_after,vector,1,2018_1765814__event_002,0.6454623341560364,True
tokyo_100159_relational_after,100159,core,relational_after,vector,2,2018_1765816__event_002,0.6411303281784058,True
tokyo_100159_relational_after,100159,core,relational_after,vector,3,2018_1765836__event_002,0.6320454478263855,True
tokyo_100159_relational_after,100159,core,relational_after,vector,4,2018_1765818__event_002,0.6319087147712708,True
tokyo_100159_relational_after,100159,core,relational_after,vector,5,2018_1765830__event_001,0.6293255090713501,True
tokyo_100159_relational_after,100159,core,relational_after,vector,6,2018_1765796__event_001,0.6230360269546509,True
tokyo_100159_relational_after,100159,core,relational_after,vector,7,2018_1765825__event_002,0.621506929397583,True
tokyo_100159_relational_after,100159,core,relational_after,vector,8,2018_1765788__event_001,0.6196507215499878,True
tokyo_100159_relational_after,100159,core,relational_after,vector,9,2018_1765805__event_001,0.6171875,True
tokyo_100159_relational_after,100159,core,relational_after,vector,10,2018_1765809__event_001,0.6136675477027893,True
tokyo_100159_relational_after,100159,core,relational_after,vector,11,2018_1765800__event_002,0.6130349636077881,True
tokyo_100159_relational_after,100159,core,relational_after,vector,12,2018_1765820__event_001,0.6095944046974182,True
tokyo_100159_relational_after,100159,core,relational_after,vector,13,2018_1765836__event_001,0.6091480851173401,True
tokyo_100159_relational_after,100159,core,relational_after,vector,14,2018_1765810__event_002,0.6043456792831421,True
tokyo_100159_relational_after,100159,core,relational_after,vector,15,2018_1765830__event_002,0.6042526960372925,True
tokyo_100159_relational_after,100159,core,relational_after,vector,16,2018_1765823__event_001,0.6021633148193359,True
tokyo_100159_relational_after,100159,core,relational_after,vector,17,2018_1765802__event_002,0.5998757481575012,True
tokyo_100159_relational_after,100159,core,relational_after,vector,18,2018_1765809__event_002,0.5997624397277832,True
tokyo_100159_relational_after,100159,core,relational_after,vector,19,2018_1765818__event_001,0.5981168746948242,True
tokyo_100159_relational_after,100159,core,relational_after,vector,20,2018_1765797__event_001,0.5956732034683228,True
tokyo_100159_relational_after,100159,core,relational_after,vector,21,2018_1765785__event_001,0.5952088832855225,True
tokyo_100159_relational_after,100159,core,relational_after,vector,22,2018_1765797__event_002,0.5940132141113281,True
tokyo_100159_relational_after,100159,core,relational_after,vector,23,2018_1765825__event_001,0.5939880013465881,True
tokyo_100159_relational_after,100159,core,relational_after,vector,24,2018_1765798__event_002,0.5932468175888062,True
tokyo_100159_relational_after,100159,core,relational_after,vector,25,2018_1765798__event_001,0.5898876786231995,True
tokyo_100159_relational_after,100159,core,relational_after,vector,26,2018_1765820__event_002,0.5885867476463318,True
tokyo_100159_relational_after,100159,core,relational_after,vector,27,2018_1765837__event_001,0.5881767868995667,True
tokyo_100159_relational_after,100159,core,relational_after,vector,28,2018_1765785__event_002,0.5881388187408447,True
tokyo_100159_relational_after,100159,core,relational_after,vector,29,2018_1765788__event_002,0.5860745310783386,True
tokyo_100159_relational_after,100159,core,relational_after,vector,30,2018_1765837__event_002,0.5799499750137329,True
tokyo_100159_relational_after,100159,core,relational_after,vector,31,2018_1765810__event_001,0.5778189897537231,True
tokyo_100159_relational_after,100159,core,relational_after,vector,32,2018_1765823__event_002,0.5561051368713379,True
tokyo_100159_relational_after,100159,core,relational_after,vector,33,2018_1765814__event_001,0.5201728940010071,True
tokyo_100159_relational_after,100159,core,relational_after,vector,34,2018_1765805__event_002,0.49534183740615845,True
tokyo_100159_relational_after,100159,core,relational_after,vector,35,2018_1765802__event_001,0.4750460386276245,True
tokyo_100159_relational_after,100159,core,relational_after,vector,36,2018_1765796__event_002,0.47225403785705566,True
tokyo_100159_relational_after,100159,core,relational_after,vector,37,2018_1765784__event_002,0.44053134322166443,True
