query_id,user_id,benchmark_tier,query_type,method,rank,retrieved_event_id,score,is_high_memory_load
tokyo_100159_relational_after,100159,core,relational_after,flat,1,2018_1765800__event_002,3.946973612321006,True
tokyo_100159_relational_after,100159,core,relational_after,flat,2,2018_1765800__event_001,2.791762054665873,True
tokyo_100159_relational_after,100159,core,relational_after,flat,3,2018_1765798__event_001,1.1737301944938998,True
tokyo_100159_relational_after,100159,core,relational_after,flat,4,2018_1765825__event_001,1.1737301944938998,True
tokyo_100159_relational_after,100159,core,relational_after,flat,5,2018_1765797__event_002,1.1578212008938318,True
tokyo_100159_relational_after,100159,core,relational_after,flat,6,2018_1765823__event_001,1.1578212008938318,True
tokyo_100159_relational_after,100159,core,relational_after,flat,7,2018_1765825__event_002,1.1423377078655341,True
tokyo_100159_relational_after,100159,core,relational_after,flat,8,2018_1765798__event_002,1.1272628700784522,True
tokyo_100159_relational_after,100159,core,relational_after,flat,9,2018_1765810__event_001,1.1272628700784522,True
tokyo_100159_relational_after,100159,core,relational_after,flat,10,2018_1765823__event_002,1.1272628700784522,True
tokyo_100159_relational_after,100159,core,relational_after,flat,11,2018_1765830__event_002,1.1272628700784522,True
tokyo_100159_relational_after,100159,core,relational_after,flat,12,2018_1765805__event_001,1.1125807198169386,True
tokyo_100159_relational_after,100159,core,relational_after,flat,13,2018_1765836__event_002,1.0982761105621492,True
tokyo_100159_relational_after,100159,core,relational_after,flat,14,2018_1765837__event_002,1.0982761105621492,True
tokyo_100159_relational_after,100159,core,relational_after,flat,15,2018_1765797__event_001,1.070742726174797,True
tokyo_100159_relational_after,100159,core,relational_after,flat,16,2018_1765820__event_002,1.070742726174797,True
tokyo_100159_relational_after,100159,core,relational_after,flat,17,2018_1765816__event_002,1.0574873141588783,True
tokyo_100159_relational_after,100159,core,relational_after,flat,18,2018_1765820__event_001,1.0574873141588783,True
tokyo_100159_relational_after,100159,core,relational_after,flat,19,2018_1765788__event_001,1.0445560834150875,True
tokyo_100159_relational_after,100159,core,relational_after,flat,20,2018_1765788__event_002,1.0445560834150875,True
tokyo_100159_relational_after,100159,core,relational_after,flat,21,2018_1765796__event_001,1.0445560834150875,True
tokyo_100159_relational_after,100159,core,relational_after,flat,22,2018_1765809__event_001,1.0445560834150875,True
tokyo_100159_relational_after,100159,core,relational_after,flat,23,2018_1765810__event_002,1.0445560834150875,True
tokyo_100159_relational_after,100159,core,relational_after,flat,24,2018_1765836__event_001,1.0445560834150875,True
tokyo_100159_relational_after,100159,core,relational_after,flat,25,2018_1765830__event_001,1.0319372850919524,True
tokyo_100159_relational_after,100159,core,relational_after,flat,26,2018_1765837__event_001,1.0319372850919524,True
tokyo_100159_relational_after,100159,core,relational_after,flat,27,2018_1765785__event_001,1.0196197312911197,True
tokyo_100159_relational_after,100159,core,relational_after,flat,28,2018_1765802__event_002,1.0196197312911197,True
tokyo_100159_relational_after,100159,core,relational_after,flat,29,2018_1765818__event_002,1.0075927619836231,True
tokyo_100159_relational_after,100159,core,relational_after,flat,30,2018_1765809__event_002,0.9843703935896343,True
tokyo_100159_relational_after,100159,core,relational_after,flat,31,2018_1765814__event_002,0.9731560473335499,True
tokyo_100159_relational_after,100159,core,relational_after,flat,32,2018_1765818__event_001,0.9731560473335499,True
tokyo_100159_relational_after,100159,core,relational_after,flat,33,2018_1765785__event_002,0.9514768284573074,True
tokyo_100159_relational_after,100159,core,relational_after,flat,34,2018_1765805__event_002,0.5711688539327671,True
tokyo_100159_relational_after,100159,core,relational_after,flat,35,2018_1765784__event_002,0.5421673324354755,True
tokyo_100159_relational_after,100159,core,relational_after,flat,36,2018_1765796__event_002,0.5353713630873985,True
tokyo_100159_relational_after,100159,core,relational_after,flat,37,2018_1765814__event_001,0.5037963809918116,True
tokyo_100159_relational_after,100159,core,relational_after,flat,38,2018_1765802__event_001,0.4979231071201452,True
tokyo_100159_relational_after,100159,core,relational_after,flat,39,2018_1765784__event_001,0.0,True
tokyo_100159_relational_after,100159,core,relational_after,flat,40,2018_1765792__event_001,0.0,True
tokyo_100159_relational_after,100159,core,relational_after,flat,41,2018_1765792__event_002,0.0,True
tokyo_100159_relational_after,100159,core,relational_after,flat,42,2018_1765816__event_001,0.0,True
tokyo_100159_relational_after,100159,core,relational_after,flat,43,2018_1765827__event_001,0.0,True
tokyo_100159_relational_after,100159,core,relational_after,flat,44,2018_1765827__event_002,0.0,True
tokyo_100159_semantic,100159,core,semantic,flat,1,2018_1765805__event_002,5.29776850159209,True
tokyo_100159_semantic,100159,core,semantic,flat,2,2018_1765798__event_001,1.7605952917408496,True
tokyo_100159_semantic,100159,core,semantic,flat,3,2018_1765825__event_001,1.7605952917408496,True
tokyo_100159_semantic,100159,core,semantic,flat,4,2018_1765798__event_002,1.6908943051176784,True
tokyo_100159_semantic,100159,core,semantic,flat,5,2018_1765810__event_001,1.6908943051176784,True
tokyo_100159_semantic,100159,core,semantic,flat,6,2018_1765823__event_002,1.6908943051176784,True
