query_id,user_id,benchmark_tier,query_type,method,rank,retrieved_event_id,score,is_high_memory_load
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,1,2018_1765800__event_002,0.0322664584959667,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,2,2018_1765837__event_001,0.0322664584959667,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,3,2018_1765823__event_001,0.0307765151515152,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,4,2018_1765825__event_002,0.0307692307692308,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,5,2018_1765836__event_001,0.030213539300318,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,6,2018_1765836__event_002,0.0301177536231884,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,7,2018_1765805__event_001,0.0300179211469534,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,8,2018_1765820__event_001,0.0296312554872695,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,9,2018_1765820__event_002,0.0291986359761296,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,10,2018_1765818__event_001,0.0284388866478419,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,11,2018_1765830__event_001,0.0278097429996164,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,12,2018_1765797__event_001,0.0276190476190476,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,13,2018_1765809__event_002,0.0269050198627663,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,14,2018_1765785__event_002,0.0268565248738284,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,15,2018_1765810__event_002,0.0263568579850876,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,16,2018_1765825__event_001,0.0260135135135135,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,17,2018_1765785__event_001,0.0258075258075258,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,18,2018_1765823__event_002,0.0257799671592775,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,19,2018_1765797__event_002,0.0255167958656331,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,20,2018_1765814__event_002,0.025062656641604,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,21,2018_1765800__event_001,0.0246969696969697,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,22,2018_1765837__event_002,0.0242433147223039,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,23,2018_1765798__event_001,0.0238128986534373,True
tokyo_100159_relational_after,100159,core,relational_after,graph_ppr_rrf_all_event,24,2018_1765818__event_002,0.023739701159056,True
