query_id,user_id,benchmark_tier,query_type,method,rank,retrieved_event_id,score,is_high_memory_load
tokyo_100159_relational_after,100159,core,relational_after,vector,1,2018_1765837__event_001,0.8631665706634521,True
tokyo_100159_relational_after,100159,core,relational_after,vector,2,2018_1765805__event_001,0.8572322726249695,True
tokyo_100159_relational_after,100159,core,relational_after,vector,3,2018_1765800__event_002,0.8547589778900146,True
tokyo_100159_relational_after,100159,core,relational_after,vector,4,2018_1765823__event_001,0.8540669679641724,True
tokyo_100159_relational_after,100159,core,relational_after,vector,5,2018_1765825__event_002,0.8528186082839966,True
tokyo_100159_relational_after,100159,core,relational_after,vector,6,2018_1765830__event_001,0.8517218232154846,True
tokyo_100159_relational_after,100159,core,relational_after,vector,7,2018_1765820__event_001,0.8509241938591003,True
tokyo_100159_relational_after,100159,core,relational_after,vector,8,2018_1765820__event_002,0.8502359390258789,True
tokyo_100159_relational_after,100159,core,relational_after,vector,9,2018_1765836__event_002,0.8498913049697876,True
tokyo_100159_relational_after,100159,core,relational_after,vector,10,2018_1765797__event_001,0.8493771553039551,True
tokyo_100159_relational_after,100159,core,relational_after,vector,11,2018_1765836__event_001,0.8479073643684387,True
tokyo_100159_relational_after,100159,core,relational_after,vector,12,2018_1765797__event_002,0.8470832705497742,True
tokyo_100159_relational_after,100159,core,relational_after,vector,13,2018_1765785__event_002,0.844559371471405,True
tokyo_100159_relational_after,100159,core,relational_after,vector,14,2018_1765818__event_001,0.843266487121582,True
tokyo_100159_relational_after,100159,core,relational_after,vector,15,2018_1765800__event_001,0.8424708843231201,True
tokyo_100159_relational_after,100159,core,relational_after,vector,16,2018_1765814__event_002,0.842190682888031,True
tokyo_100159_relational_after,100159,core,relational_after,vector,17,2018_1765785__event_001,0.8412618637084961,True
tokyo_100159_relational_after,100159,core,relational_after,vector,18,2018_1765809__event_002,0.8408542275428772,True
tokyo_100159_relational_after,100159,core,relational_after,vector,19,2018_1765810__event_002,0.8389308452606201,True
tokyo_100159_relational_after,100159,core,relational_after,vector,20,2018_1765825__event_001,0.8387281894683838,True
tokyo_100159_relational_after,100159,core,relational_after,vector,21,2018_1765814__event_001,0.8367987871170044,True
