query_id,user_id,benchmark_tier,query_type,method,rank,retrieved_event_id,score,is_high_memory_load
tokyo_100159_relational_after,100159,core,relational_after,graph,1,2018_1765837__event_001,0.03278688524590164,True
tokyo_100159_relational_after,100159,core,relational_after,graph,2,2018_1765805__event_001,0.03200204813108039,True
tokyo_100159_relational_after,100159,core,relational_after,graph,3,2018_1765800__event_002,0.03125763125763126,True
tokyo_100159_relational_after,100159,core,relational_after,graph,4,2018_1765823__event_001,0.03055037313432836,True
tokyo_100159_relational_after,100159,core,relational_after,graph,5,2018_1765825__event_002,0.029877369007803793,True
tokyo_100159_relational_after,100159,core,relational_after,graph,6,2018_1765800__event_001,0.028484848484848488,True
tokyo_100159_relational_after,100159,core,relational_after,graph,7,2018_1765837__event_002,0.028177225029148854,True
tokyo_100159_relational_after,100159,core,relational_after,graph,8,2018_1765825__event_001,0.026785714285714288,True
tokyo_100159_relational_after,100159,core,relational_after,graph,9,2018_1765823__event_002,0.026200135226504394,True
tokyo_100159_relational_after,100159,core,relational_after,graph,10,2018_1765805__event_002,0.025525990099009903,True
tokyo_100159_relational_after,100159,core,relational_after,graph,11,2018_1765830__event_001,0.015151515151515152,True
tokyo_100159_relational_after,100159,core,relational_after,graph,12,2018_1765820__event_001,0.014925373134328358,True
tokyo_100159_relational_after,100159,core,relational_after,graph,13,2018_1765820__event_002,0.014705882352941176,True
tokyo_100159_relational_after,100159,core,relational_after,graph,14,2018_1765836__event_002,0.014492753623188406,True
tokyo_100159_relational_after,100159,core,relational_after,graph,15,2018_1765797__event_001,0.014285714285714285,True
tokyo_100159_relational_after,100159,core,relational_after,graph,16,2018_1765836__event_001,0.014084507042253521,True
tokyo_100159_relational_after,100159,core,relational_after,graph,17,2018_1765797__event_002,0.013888888888888888,True
tokyo_100159_relational_after,100159,core,relational_after,graph,18,2018_1765785__event_002,0.0136986301369863,True
tokyo_100159_relational_after,100159,core,relational_after,graph,19,2018_1765818__event_001,0.013513513513513514,True
tokyo_100159_relational_after,100159,core,relational_after,graph,20,2018_1765814__event_002,0.013157894736842105,True
tokyo_100159_relational_after,100159,core,relational_after,graph,21,2018_1765785__event_001,0.012987012987012988,True
tokyo_100159_relational_after,100159,core,relational_after,graph,22,2018_1765809__event_002,0.01282051282051282,True
tokyo_100159_relational_after,100159,core,relational_after,graph,23,2018_1765810__event_002,0.012658227848101266,True
tokyo_100159_relational_after,100159,core,relational_after,graph,24,2018_1765814__event_001,0.012345679012345678,True
tokyo_100159_relational_after,100159,core,relational_after,graph,25,2018_1765788__event_002,0.012195121951219513,True
tokyo_100159_relational_after,100159,core,relational_after,graph,26,2018_1765809__event_001,0.011904761904761904,True
tokyo_100159_relational_after,100159,core,relational_after,graph,27,2018_1765798__event_001,0.011764705882352941,True
tokyo_100159_relational_after,100159,core,relational_after,graph,28,2018_1765798__event_002,0.011627906976744186,True
tokyo_100159_relational_after,100159,core,relational_after,graph,29,2018_1765802__event_002,0.011363636363636364,True
tokyo_100159_relational_after,100159,core,relational_after,graph,30,2018_1765810__event_001,0.011235955056179775,True
tokyo_100159_relational_after,100159,core,relational_after,graph,31,2018_1765796__event_001,0.011111111111111112,True
tokyo_100159_relational_after,100159,core,relational_after,graph,32,2018_1765816__event_002,0.01098901098901099,True
tokyo_100159_relational_after,100159,core,relational_after,graph,33,2018_1765788__event_001,0.010869565217391304,True
tokyo_100159_relational_after,100159,core,relational_after,graph,34,2018_1765818__event_002,0.010752688172043012,True
tokyo_100159_relational_after,100159,core,relational_after,graph,35,2018_1765802__event_001,0.010638297872340425,True
tokyo_100159_relational_after,100159,core,relational_after,graph,36,2018_1765784__event_002,0.010526315789473684,True
tokyo_100159_relational_after,100159,core,relational_after,graph,37,2018_1765830__event_002,0.010416666666666666,True
tokyo_100159_relational_after,100159,core,relational_after,graph,38,2018_1765827__event_001,0.010309278350515464,True
tokyo_100159_relational_after,100159,core,relational_after,graph,39,2018_1765792__event_002,0.01020408163265306,True
tokyo_100159_relational_after,100159,core,relational_after,graph,40,2018_1765796__event_002,0.010101010101010102,True
tokyo_100159_relational_after,100159,core,relational_after,graph,41,2018_1765792__event_001,0.01,True
tokyo_100159_relational_after,100159,core,relational_after,graph,42,2018_1765784__event_001,0.00980392156862745,True
tokyo_100159_relational_after,100159,core,relational_after,graph,43,2018_1765827__event_002,0.009708737864077669,True
